year,region,crop,area_ha,production_ton,yield_kgha,source,crop_en,wheat_hrw_usd_t,wheat_srw_usd_t,barley_usd_t,maize_usd_t,rapeseed_oil_usd_t,sunflower_oil_usd_t,soybean_oil_usd_t,palm_oil_usd_t,dap_fertilizer_usd_t,urea_fertilizer_usd_t,gs_t2m_kelvin,gs_precip_m,gs_pot_evap_m,gs_soil_water_l1,gs_soil_water_l2,gs_solar_rad_jm2,gs_t2m_celsius,gs_precip_mm,gs_pot_evap_mm,gs_solar_rad_mjm2,soil_bdod,soil_cec,soil_clay,soil_nitrogen,soil_phh2o,soil_sand,soil_silt,soil_soc,yield_kgha_lag1,yield_kgha_lag2,yield_kgha_lag3,yield_kgha_roll3,yield_kgha_roll5,wheat_price_lag1,wheat_price_lag2,wheat_price_lag3
2023,Костанайская область,Подсолнечник,162425.6,166363.09,1190.0,stat_gov_kz_real,Sunflower seed,340.43,257.74181354863634,,252.65528515370417,1065.1408333333334,1006.6991666666668,1118.5016666666668,886.4533333333334,550.0483333333333,358.0016666666667,289.5236512078174,0.0006467397379246,-0.0049289491679192,0.2764382283662994,0.2713328395400161,14115470.12282928,16.371666666666666,19.70833333333333,150.73166666666663,431.0991666666666,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,960.0,780.0,960.0,1856.6666666666667,1610.0,429.9716666666666,315.2375,231.56548795
2024,Костанайская область,Подсолнечник,154912.17,222587.78,1460.0,stat_gov_kz_real,Sunflower seed,268.67333333333335,230.878850445,,190.60477617365,1089.3890968508615,1059.975,1021.9542980012442,963.3648258333332,563.665,338.26916666666665,288.4316707721188,0.0017295213958452,-0.0063265907659187,0.3265275888726496,0.3238014278789007,18253534.260363985,15.281666666666666,53.045,193.145,556.975,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1190.0,960.0,780.0,1553.3333333333333,1644.0,340.43,429.9716666666666,315.2375
2025,Костанайская область,Подсолнечник,264456.9,373961.27,1440.0,stat_gov_kz_real,Sunflower seed,243.3325,219.61538460375,,203.19753726864084,1226.4814225569482,1262.8893305316649,1139.8729249670616,1006.980403811544,685.2199999999999,422.655,289.98509614754914,0.0015127205551172,-0.0071545833416474,0.298025870138938,0.2882290239919902,18515193.90122865,16.834999999999997,46.18666666666667,218.515,565.388,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1460.0,1190.0,960.0,1320.0,1648.0,268.67333333333335,340.43,429.9716666666666
1990,Костанайская область,Пшеница,2780600.0,3870670.0,1390.0,stat_gov_kz_real,Wheat,135.5225,129.08916666666667,79.925,109.27583333333332,,,447.3333333333333,289.75,154.67499999999998,115.64583333333331,,,,,,,,,,,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,,,,1800.0,1752.0,,,
1991,Костанайская область,Пшеница,3392400.0,1312900.0,390.0,stat_gov_kz_real,Wheat,128.665,126.11333333333332,78.28666666666668,107.42,,,453.8333333333333,339.0,158.25,138.39583333333334,289.4228781082117,0.0009343776565692,-0.0076138023959919,0.2749421243708697,0.2726190423136933,19517949.456947003,16.271666666666665,28.62833333333333,232.5883333333333,595.8688333333333,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1390.0,,,,,135.5225,,
1992,Костанайская область,Пшеница,3314900.0,4878360.0,1470.0,stat_gov_kz_real,Wheat,151.20000000000002,145.14166666666668,78.675,104.24583333333334,,,428.9166666666667,393.5,137.87291666666667,117.60416666666669,286.1462164733199,0.001587081570155,-0.0058962070838926,0.3238320989497196,0.314460981720859,17518385.362479795,12.996666666666668,48.571666666666665,180.23666666666668,534.7633333333333,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,390.0,1390.0,,,,128.665,135.5225,
1993,Костанайская область,Пшеница,2936500.0,2276850.0,780.0,stat_gov_kz_real,Wheat,140.23833333333334,134.77416666666667,71.37666666666667,102.09,,,480.4166666666667,377.75,121.99583333333334,85.54166666666667,286.5032254438799,0.0018242492716733,-0.0059341347768195,0.3412156334801042,0.3334294545721231,17802869.81034017,13.353333333333332,55.67666666666667,181.505,543.7543333333333,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1470.0,390.0,1390.0,,,151.20000000000002,128.665,135.5225
1994,Костанайская область,Пшеница,2915000.0,2635870.0,900.0,stat_gov_kz_real,Wheat,149.72916666666666,138.555,72.64833333333333,107.55,,,615.5833333333334,528.4166666666666,160.42430555555583,93.88541666666669,287.6453967794925,0.0015026814775752,-0.0064281213580353,0.3179925579238541,0.311833527420417,17951582.47125991,14.495,46.09666666666667,196.15,547.679,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,780.0,1470.0,390.0,136.66666666666666,,140.23833333333334,151.20000000000002,128.665
1995,Костанайская область,Пшеница,2967800.0,1243250.0,420.0,stat_gov_kz_real,Wheat,176.9825,167.35833333333335,104.01083333333334,123.4875,,,625.0833333333334,628.25,199.7722222222225,126.8625,289.27058141143675,0.0011469081810659,-0.0075251830486656,0.2788567650788104,0.2701835153868188,19088493.658715498,16.12,35.15333333333333,229.86333333333332,582.5523333333334,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,900.0,780.0,1470.0,143.33333333333334,,149.72916666666666,140.23833333333334,151.20000000000002
1996,Костанайская область,Пшеница,2895300.0,1873550.0,650.0,stat_gov_kz_real,Wheat,207.6,187.41916666666668,119.66583333333334,165.80916666666667,,,551.5,530.9166666666666,198.10416666666663,153.69166666666666,286.9755233079305,0.0014654919002979,-0.0063641143936894,0.3104159130843208,0.2973663011090053,18178095.137549862,13.823333333333332,44.76499999999999,194.47833333333327,555.0428333333333,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,420.0,900.0,780.0,146.66666666666666,138.0,176.9825,149.72916666666666,140.23833333333334
1997,Костанайская область,Пшеница,2714800.0,2563700.0,980.0,stat_gov_kz_real,Wheat,159.48416666666665,143.64833333333334,97.23833333333332,117.09166666666664,,,564.75,545.8333333333334,186.98958333333331,117.49375,289.0044009928392,0.0009752120048686,-0.0075847002625326,0.2766567016032366,0.2732509295749538,18893177.6412589,15.853333333333332,29.92333333333333,231.53166666666667,576.4536666666667,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,650.0,420.0,900.0,123.33333333333333,132.0,207.6,176.9825,149.72916666666666
1998,Костанайская область,Пшеница,2522900.0,874300.0,400.0,stat_gov_kz_real,Wheat,126.12666666666668,111.515,85.05333333333333,101.98666666666666,,,625.9166666666666,671.0833333333334,186.86319444444416,83.21666666666667,288.83009798572283,0.0010475480592592,-0.0076466506391867,0.2799554650461078,0.2718331940725227,19291600.86951696,15.678333333333336,31.91,233.9033333333333,589.2715,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,980.0,650.0,420.0,130.0,138.0,159.48416666666665,207.6,176.9825
1999,Костанайская область,Пшеница,2178100.0,3299450.0,1510.0,stat_gov_kz_real,Wheat,112.0425,96.27833333333332,75.93833333333333,90.21666666666664,,,426.4683333333333,436.0,171.1,65.94236111111083,287.91882916991966,0.0015261135695581,-0.0068473304165252,0.3049673180623376,0.2960342309769855,18512508.022182222,14.768333333333333,46.571666666666665,209.4766666666667,565.4951666666667,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,400.0,980.0,650.0,103.33333333333333,118.0,126.12666666666668,159.48416666666665,207.6
2000,Костанайская область,Пшеница,2504900.0,2694390.0000000005,1060.0,stat_gov_kz_real,Wheat,114.0875,98.91416666666667,77.23416666666667,88.53416666666668,,,338.14000000000004,310.25,147.66875000000002,100.92291666666668,288.3580851055727,0.0015042011602884,-0.0069634538916046,0.3043780031375253,0.2939117146096706,18417993.28256339,15.21,45.97666666666667,212.6483333333333,562.1255,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1510.0,400.0,980.0,163.33333333333334,144.0,112.0425,126.12666666666668,159.48416666666665
2001,Костанайская область,Пшеница,2638600.0,3112390.0000000005,1180.0,stat_gov_kz_real,Wheat,126.80833333333334,107.72416666666668,93.93666666666668,89.64083333333333,,,353.235,287.4583333333333,143.5097222222225,96.4534722222225,288.07892200888824,0.0015830853355426,-0.0068109448065982,0.3112561284516307,0.3008343275631232,18564968.265211128,14.926666666666668,48.35,208.145,566.87,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1060.0,1510.0,400.0,170.0,152.0,114.0875,112.0425,126.12666666666668
2002,Костанайская область,Пшеница,2735200.0,3217279.9999999995,1180.0,stat_gov_kz_real,Wheat,148.0775,129.9575,108.9675,99.27083333333331,489.8372727272727,577.6666666666666,461.71,410.895,152.19375,94.41875,287.2380545380849,0.0014021943687058,-0.0065191763578387,0.3134138039888539,0.3091917425550065,18535725.229287133,14.088333333333331,42.803333333333335,199.22166666666664,566.0241666666667,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1180.0,1060.0,1510.0,260.0,200.0,126.80833333333334,114.0875,112.0425
2003,Костанайская область,Пшеница,2717700.0,3026180.0,1110.0,stat_gov_kz_real,Wheat,146.1431,138.57684166666667,104.74049416666666,105.37007583333332,593.5833333333334,593.3333333333334,558.585,476.7033333333334,171.665625,138.18541666666667,288.397750949084,0.0014391817896859,-0.0065342163837604,0.3103937068692785,0.3012298001622107,18470052.648770448,15.246666666666668,43.98666666666667,199.61,563.7671666666666,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1180.0,1180.0,1060.0,273.3333333333333,230.0,148.0775,126.80833333333334,114.0875
2004,Костанайская область,Пшеница,2786200.0,2217859.9999999995,800.0,stat_gov_kz_real,Wheat,156.88168008749,144.44395972875,98.988547595,111.80347966666666,679.4158333333334,684.0833333333334,618.2258333333333,499.2808333333333,204.74375,174.91458333333333,289.07454905538305,0.0011998382443893,-0.0076172471544596,0.2808802651935478,0.2762938615438061,19002265.512737133,15.923333333333332,36.58166666666667,232.74,580.3665,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1110.0,1180.0,1180.0,386.6666666666667,322.0,146.1431,148.0775,126.80833333333334
2005,Костанайская область,Пшеница,3149800.0,3256560.0,1040.0,stat_gov_kz_real,Wheat,152.35059374973665,135.7200173296875,95.07712917583336,98.67179116666668,675.1541666666667,677.3333333333334,544.5933333333334,450.5641666666667,226.7854166666667,217.35208333333333,288.63480005223363,0.00138358833721,-0.0066087520492265,0.3026042133442991,0.2958003679733106,18880213.670109417,15.485,42.385,201.98833333333332,576.2168333333333,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,800.0,1110.0,1180.0,316.6666666666667,292.0,156.88168008749,146.1431,148.0775
2006,Костанайская область,Пшеница,3307100.0,4320219.999999999,1330.0,stat_gov_kz_real,Wheat,192.04335668599836,158.96785216265667,116.615095175,121.85101775,791.0241666666667,658.0,599.335,508.2991666666667,229.8715277777775,222.1388888888892,288.6804138491329,0.0012553620483014,-0.0073385665572734,0.2822957045860962,0.2735768737728408,18433279.43179878,15.53,38.21666666666667,224.13333333333333,563.055,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1040.0,800.0,1110.0,373.3333333333333,352.0,152.35059374973665,156.88168008749,146.1431
2007,Костанайская область,Пшеница,3671800.0,5442680.0,1490.0,stat_gov_kz_real,Wheat,255.20611049679837,238.587672411,172.38121729166664,163.66491446666666,964.2283333333334,1021.9166666666666,886.0566666666667,816.6866666666666,391.9625,307.1076388888892,288.97993119027745,0.0013226882401481,-0.0070575025253719,0.2951412214379525,0.2897669664420045,18859377.31730798,15.831666666666663,40.45,215.6083333333333,575.8951666666667,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1330.0,1040.0,800.0,263.3333333333333,324.0,192.04335668599836,152.35059374973665,156.88168008749
2008,Костанайская область,Пшеница,3844600.0,4415620.0,1150.0,stat_gov_kz_real,Wheat,326.03004623959333,271.5203279291592,200.51552770252167,223.1168277333333,1326.0408333333332,1498.9166666666667,1260.8108333333332,1042.9233333333334,861.61875,514.9791666666666,289.14735601844075,0.001124581778192,-0.0075998415840403,0.2717217600600177,0.2635936070116423,19265657.920354065,15.998333333333337,34.31666666666667,232.25,588.3445,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1490.0,1330.0,1040.0,470.0,410.0,255.20611049679837,192.04335668599836,152.35059374973665
2009,Костанайская область,Пшеница,4210800.0,4626430.0,1100.0,stat_gov_kz_real,Wheat,224.06988173743412,185.953589925,128.32218617003,165.50963333333334,871.9008333333333,854.6666666666666,853.065,741.1458333333334,288.46875,251.07916666666665,287.99329217310293,0.0014169050242113,-0.00700104032969,0.2976502864019232,0.2869529529234354,18624079.69238663,14.843333333333334,43.41666666666666,213.87166666666667,568.6421666666666,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1150.0,1490.0,1330.0,490.0,414.0,326.03004623959333,255.20611049679837,192.04335668599836
2010,Костанайская область,Пшеница,4023400.0,2858920.0,730.0,stat_gov_kz_real,Wheat,223.5821054048625,229.67709914285751,158.38666512309334,185.9142083333333,1011.6566666666666,1074.3333333333333,1000.8558333333334,933.0233333333332,456.4270833333333,288.90416666666664,289.39487594539145,0.0007173384998622,-0.0081476156826346,0.2556810146852953,0.2575253695138664,20296956.47357266,16.245,21.953333333333333,248.86166666666668,619.5306666666667,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1100.0,1150.0,1490.0,613.3333333333334,502.0,224.06988173743412,326.03004623959333,255.20611049679837
2011,Костанайская область,Пшеница,4018100.0,7341280.000000001,1830.0,stat_gov_kz_real,Wheat,316.2641325585392,285.9133463029892,207.1969187051708,291.68407333333334,1362.82,1597.7091666666663,1297.66,1193.37,516.2875,398.92291666666665,288.9216230569704,0.0014601070203489,-0.0070899073681482,0.2909694036095574,0.2833584905739212,18794073.85085056,15.773333333333332,44.56666666666666,216.66333333333333,573.933,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,730.0,1100.0,1150.0,493.3333333333333,482.0,223.5821054048625,224.06988173743412,326.03004623959333
2012,Костанайская область,Пшеница,3950500.0,2246130.0,613.33,stat_gov_kz_real,Wheat,313.2422696110684,295.3661879274459,240.28063808774667,298.41696413768085,1237.7083333333333,1447.6450000000002,1225.6025,1043.3975,480.23819444444416,398.6006944444442,290.93738155470345,0.0010507578964652,-0.0080993232349013,0.2612914912837039,0.2573745081478069,19641224.144156728,17.788333333333334,32.123333333333335,247.46833333333333,599.8488333333333,1.0423529411764707,34.688235294117646,26.17058823529412,4.888235294117647,7.0,41.75294117647059,32.076470588235296,61.26470588235294,1830.0,730.0,1100.0,533.3333333333334,576.0,316.2641325585392,223.5821054048625,224.06988173743412
